nombre,grado,calificacion,asistencia,conducta
Estudiante_1206,Quinto,12.32,70.08,17
Estudiante_1207,Cuarto,14.04,97.45,16
Estudiante_1208,Tercero,17.19,88.86,20
Estudiante_1209,Segundo,15.31,64.27,17
Estudiante_1210,Quinto,10.95,92.21,15
Estudiante_1211,Quinto,20.0,71.62,18
Estudiante_1212,Tercero,14.29,91.43,14
Estudiante_1213,Tercero,17.33,91.14,12
Estudiante_1214,Cuarto,13.04,59.44,12
Estudiante_1215,Primero,15.1,85.06,10
Estudiante_1216,Tercero,16.02,64.53,17
Estudiante_1217,Tercero,17.15,64.87,11
Estudiante_1218,Segundo,16.67,64.82,12
Estudiante_1219,Quinto,16.12,86.28,17
Estudiante_1220,Primero,12.55,61.49,17
Estudiante_1221,Segundo,11.78,50.05,20
Estudiante_1222,Cuarto,14.5,85.76,13
Estudiante_1223,Cuarto,16.3,58.56,13
Estudiante_1224,Tercero,12.83,55.22,14
Estudiante_1225,Tercero,16.7,61.88,15
Estudiante_1226,Cuarto,17.86,69.0,14
Estudiante_1227,Tercero,10.75,73.8,16
Estudiante_1228,Primero,10.99,52.23,11
Estudiante_1229,Tercero,13.08,98.53,16
Estudiante_1230,Quinto,14.42,85.8,19
Estudiante_1231,Tercero,11.93,66.16,16
Estudiante_1232,Segundo,17.56,65.93,10
Estudiante_1233,Primero,14.77,72.43,16
Estudiante_1234,Segundo,13.62,81.31,14
Estudiante_1235,Segundo,9.19,57.32,12
Estudiante_1236,Quinto,9.55,59.45,12
Estudiante_1237,Primero,14.34,92.97,13
Estudiante_1238,Primero,7.1,62.81,11
Estudiante_1239,Primero,16.54,69.01,11
Estudiante_1240,Primero,13.03,93.56,10
Estudiante_1241,Primero,20.0,83.16,14
Estudiante_1242,Quinto,20.0,67.09,13
Estudiante_1243,Tercero,12.96,84.18,20
Estudiante_1244,Segundo,13.18,50.98,19
Estudiante_1245,Primero,16.49,86.78,11
Estudiante_1246,Tercero,18.61,74.35,12
Estudiante_1247,Tercero,8.59,90.66,16
Estudiante_1248,Segundo,8.14,97.73,16
Estudiante_1249,Quinto,11.63,96.29,13
Estudiante_1250,Cuarto,15.25,95.46,14
Estudiante_1251,Cuarto,14.99,75.61,14
Estudiante_1252,Tercero,16.71,68.01,15
Estudiante_1253,Segundo,9.9,73.25,18
Estudiante_1254,Cuarto,6.55,84.49,11
Estudiante_1255,Tercero,16.07,94.2,14
Estudiante_1256,Quinto,11.02,60.35,12
Estudiante_1257,Cuarto,7.44,95.91,13
Estudiante_1258,Tercero,13.94,90.76,19
Estudiante_1259,Tercero,15.88,98.94,15
Estudiante_1260,Primero,13.13,94.01,17
Estudiante_1261,Quinto,12.13,64.0,10
Estudiante_1262,Primero,13.02,55.3,19
Estudiante_1263,Segundo,12.39,55.61,17
Estudiante_1264,Primero,9.46,64.56,20
Estudiante_1265,Primero,11.36,80.71,16
Estudiante_1266,Cuarto,15.06,90.22,10
Estudiante_1267,Tercero,14.47,94.96,11
Estudiante_1268,Quinto,14.0,81.19,12
Estudiante_1269,Primero,10.51,50.28,10
Estudiante_1270,Quinto,12.96,59.32,18
Estudiante_1271,Primero,6.97,54.99,17
Estudiante_1272,Segundo,14.04,68.17,11
Estudiante_1273,Primero,17.79,75.07,18
Estudiante_1274,Cuarto,9.08,52.17,16
Estudiante_1275,Tercero,11.74,67.42,18
Estudiante_1276,Segundo,14.49,58.96,15
Estudiante_1277,Primero,17.26,82.35,15
Estudiante_1278,Quinto,12.16,73.21,20
Estudiante_1279,Segundo,11.42,74.77,13
Estudiante_1280,Segundo,7.59,71.38,19
Estudiante_1281,Primero,13.81,97.8,19
Estudiante_1282,Segundo,19.63,60.74,11
Estudiante_1283,Quinto,14.33,75.83,16
Estudiante_1284,Segundo,13.43,86.8,14
Estudiante_1285,Quinto,14.47,77.84,20
Estudiante_1286,Primero,13.47,96.45,15
Estudiante_1287,Tercero,11.06,68.9,11
Estudiante_1288,Segundo,15.97,73.18,14
Estudiante_1289,Tercero,14.18,54.43,19
Estudiante_1290,Quinto,13.55,80.45,13
Estudiante_1291,Segundo,10.57,64.41,18
Estudiante_1292,Cuarto,17.41,58.02,15
Estudiante_1293,Tercero,15.49,77.23,11
Estudiante_1294,Segundo,11.84,76.62,10
Estudiante_1295,Tercero,16.51,53.79,14
Estudiante_1296,Segundo,12.01,84.91,18
Estudiante_1297,Primero,11.15,81.19,15
Estudiante_1298,Tercero,11.22,59.45,19
Estudiante_1299,Cuarto,8.19,73.47,16
Estudiante_1300,Cuarto,14.91,86.02,14
Estudiante_1301,Quinto,8.01,76.47,19
Estudiante_1302,Segundo,9.81,69.77,15
Estudiante_1303,Tercero,7.27,66.12,14
Estudiante_1304,Quinto,13.24,80.52,20
Estudiante_1305,Tercero,13.05,96.96,18
Estudiante_1306,Segundo,12.52,83.59,15
Estudiante_1307,Cuarto,10.37,53.74,20
Estudiante_1308,Primero,9.98,73.03,17
Estudiante_1309,Cuarto,14.89,94.54,11
Estudiante_1310,Quinto,11.85,54.72,18
Estudiante_1311,Primero,14.45,99.44,14
Estudiante_1312,Quinto,10.84,97.45,16
Estudiante_1313,Segundo,14.04,53.91,19
Estudiante_1314,Primero,17.41,96.67,10
Estudiante_1315,Quinto,15.26,68.16,19
Estudiante_1316,Segundo,12.26,92.24,14
Estudiante_1317,Cuarto,14.27,70.92,19
Estudiante_1318,Segundo,12.78,72.04,11
Estudiante_1319,Tercero,13.52,81.71,15
Estudiante_1320,Segundo,12.52,88.72,20
Estudiante_1321,Segundo,13.01,51.69,10
Estudiante_1322,Tercero,14.14,79.66,12
Estudiante_1323,Quinto,10.52,59.34,14
Estudiante_1324,Quinto,10.45,67.3,13
Estudiante_1325,Segundo,9.33,67.4,12
Estudiante_1326,Tercero,8.7,73.45,19
Estudiante_1327,Tercero,9.85,66.71,14
Estudiante_1328,Cuarto,13.98,55.37,20
Estudiante_1329,Quinto,10.82,57.28,17
Estudiante_1330,Primero,15.04,51.67,20
Estudiante_1331,Quinto,13.6,73.51,13
Estudiante_1332,Quinto,7.59,97.72,10
Estudiante_1333,Cuarto,15.46,55.78,20
Estudiante_1334,Primero,15.93,97.31,16
Estudiante_1335,Cuarto,10.52,86.67,17
Estudiante_1336,Primero,14.76,81.87,12
Estudiante_1337,Segundo,10.93,82.26,15
Estudiante_1338,Primero,13.79,91.34,11
Estudiante_1339,Cuarto,9.71,55.35,16
Estudiante_1340,Quinto,8.12,75.24,17
Estudiante_1341,Primero,12.35,84.85,15
Estudiante_1342,Primero,13.13,79.34,15
Estudiante_1343,Tercero,12.31,91.64,14
Estudiante_1344,Quinto,9.95,53.61,17
Estudiante_1345,Segundo,12.3,84.54,10
Estudiante_1346,Cuarto,14.31,76.7,19
Estudiante_1347,Segundo,13.37,68.96,13
Estudiante_1348,Quinto,14.05,67.01,13
Estudiante_1349,Primero,11.49,81.04,12
Estudiante_1350,Primero,17.02,94.55,12
Estudiante_1351,Quinto,9.97,74.81,13
Estudiante_1352,Primero,14.96,91.24,20
Estudiante_1353,Primero,17.05,70.11,10
Estudiante_1354,Primero,14.94,55.12,20
Estudiante_1355,Cuarto,12.89,53.08,20
Estudiante_1356,Cuarto,11.92,52.57,11
Estudiante_1357,Tercero,16.61,69.01,18
Estudiante_1358,Segundo,9.23,66.86,19
Estudiante_1359,Quinto,10.59,85.9,11
Estudiante_1360,Quinto,12.31,87.14,14
Estudiante_1361,Quinto,17.21,52.54,18
Estudiante_1362,Tercero,14.64,61.06,18
Estudiante_1363,Cuarto,10.6,63.71,17
Estudiante_1364,Tercero,12.57,77.38,10
Estudiante_1365,Quinto,11.66,57.23,10
Estudiante_1366,Segundo,11.37,56.7,18
Estudiante_1367,Primero,16.44,97.19,20
Estudiante_1368,Cuarto,9.38,90.21,17
Estudiante_1369,Cuarto,18.33,59.03,19
Estudiante_1370,Tercero,15.98,70.33,18
Estudiante_1371,Cuarto,16.77,67.78,16
Estudiante_1372,Quinto,12.11,89.55,12
Estudiante_1373,Quinto,13.05,75.51,12
Estudiante_1374,Tercero,9.2,56.39,11
Estudiante_1375,Quinto,11.93,86.95,14
Estudiante_1376,Segundo,14.98,69.84,12
Estudiante_1377,Tercero,17.39,63.15,15
Estudiante_1378,Segundo,10.18,68.77,11
Estudiante_1379,Primero,12.4,74.89,12
Estudiante_1380,Segundo,13.05,67.16,14
Estudiante_1381,Primero,9.31,62.1,20
Estudiante_1382,Primero,15.27,69.93,20
Estudiante_1383,Segundo,11.33,50.96,10
Estudiante_1384,Tercero,12.91,88.62,10
Estudiante_1385,Quinto,12.14,58.55,19
Estudiante_1386,Quinto,11.13,52.2,18
Estudiante_1387,Primero,13.48,82.68,16
Estudiante_1388,Primero,12.85,88.7,10
Estudiante_1389,Tercero,12.38,90.69,17
Estudiante_1390,Cuarto,11.31,74.68,12
Estudiante_1391,Segundo,14.46,60.27,17
Estudiante_1392,Primero,18.46,86.86,14
Estudiante_1393,Quinto,13.92,84.99,10
Estudiante_1394,Tercero,16.49,62.31,16
Estudiante_1395,Segundo,9.33,95.17,14
Estudiante_1396,Tercero,13.97,55.22,15
Estudiante_1397,Segundo,10.21,99.13,15
Estudiante_1398,Segundo,9.07,93.01,17
Estudiante_1399,Primero,11.28,84.39,18
Estudiante_1400,Tercero,17.08,96.94,11
Estudiante_1401,Tercero,16.35,86.12,18
Estudiante_1402,Quinto,14.23,59.52,20
Estudiante_1403,Quinto,8.9,72.11,19
Estudiante_1404,Primero,12.91,53.58,18
Estudiante_1405,Primero,14.41,69.48,19
Estudiante_1406,Cuarto,14.03,87.08,19
Estudiante_1407,Quinto,7.97,69.32,16
Estudiante_1408,Segundo,10.83,66.51,10
Estudiante_1409,Tercero,13.31,79.77,16
Estudiante_1410,Primero,15.11,93.61,19
Estudiante_1411,Tercero,6.91,52.38,14
Estudiante_1412,Tercero,13.01,69.27,15
Estudiante_1413,Cuarto,13.93,57.91,19
Estudiante_1414,Quinto,16.05,84.77,16
Estudiante_1415,Primero,15.58,55.29,14
Estudiante_1416,Tercero,15.25,83.24,16
Estudiante_1417,Primero,11.1,64.31,18
Estudiante_1418,Segundo,7.78,59.95,12
Estudiante_1419,Cuarto,12.32,96.82,17
Estudiante_1420,Segundo,16.5,50.93,11
Estudiante_1421,Primero,17.68,71.89,20
Estudiante_1422,Primero,15.63,51.08,16
Estudiante_1423,Quinto,14.79,74.18,11
Estudiante_1424,Tercero,14.64,75.05,13
Estudiante_1425,Tercero,11.83,66.08,16
Estudiante_1426,Segundo,13.11,56.61,12
Estudiante_1427,Cuarto,18.51,68.82,11
Estudiante_1428,Tercero,10.67,83.61,20
Estudiante_1429,Quinto,18.34,89.12,19
Estudiante_1430,Segundo,12.53,76.54,16
Estudiante_1431,Segundo,17.48,79.49,10
Estudiante_1432,Quinto,9.28,60.03,17
Estudiante_1433,Cuarto,15.26,64.37,12
Estudiante_1434,Quinto,11.29,58.09,11
Estudiante_1435,Cuarto,9.25,62.46,12
Estudiante_1436,Quinto,14.16,61.24,14
Estudiante_1437,Quinto,16.53,75.97,20
Estudiante_1438,Primero,10.97,78.13,17
Estudiante_1439,Segundo,9.0,97.25,19
Estudiante_1440,Quinto,13.22,59.78,16
Estudiante_1441,Quinto,13.24,82.08,16
Estudiante_1442,Tercero,15.14,90.86,16
Estudiante_1443,Segundo,16.35,78.01,17
Estudiante_1444,Tercero,13.32,62.75,10
Estudiante_1445,Segundo,19.07,63.13,13
Estudiante_1446,Tercero,14.17,51.96,15
Estudiante_1447,Quinto,12.46,65.27,18
Estudiante_1448,Quinto,8.67,87.23,11
Estudiante_1449,Primero,12.71,52.38,10
Estudiante_1450,Tercero,12.49,60.96,19
Estudiante_1451,Cuarto,16.38,85.31,11
Estudiante_1452,Primero,14.89,89.13,16
Estudiante_1453,Tercero,9.96,72.77,12
Estudiante_1454,Tercero,14.02,84.9,19
Estudiante_1455,Primero,15.51,69.4,11
Estudiante_1456,Quinto,18.08,58.0,20
Estudiante_1457,Tercero,16.16,69.91,16
Estudiante_1458,Quinto,15.78,79.0,11
Estudiante_1459,Primero,13.68,97.4,12
Estudiante_1460,Quinto,14.66,53.44,20
Estudiante_1461,Segundo,17.25,75.37,16
Estudiante_1462,Cuarto,9.5,66.45,13
Estudiante_1463,Tercero,12.45,75.42,10
Estudiante_1464,Cuarto,11.18,51.2,14
Estudiante_1465,Quinto,14.64,65.65,18
Estudiante_1466,Tercero,17.19,90.99,17
Estudiante_1467,Quinto,11.71,77.7,18
Estudiante_1468,Segundo,6.33,72.53,19
Estudiante_1469,Primero,12.26,64.28,18
Estudiante_1470,Tercero,16.24,64.9,16
Estudiante_1471,Segundo,15.11,69.16,13
Estudiante_1472,Segundo,14.78,91.78,14
Estudiante_1473,Tercero,12.66,98.36,10
Estudiante_1474,Quinto,9.66,71.93,10
Estudiante_1475,Segundo,15.05,69.67,12
Estudiante_1476,Cuarto,11.0,92.33,17
Estudiante_1477,Segundo,20.0,71.35,11
Estudiante_1478,Quinto,15.21,77.6,13
Estudiante_1479,Quinto,11.76,61.55,11
Estudiante_1480,Cuarto,11.67,87.18,14
Estudiante_1481,Segundo,13.22,76.6,18
Estudiante_1482,Quinto,12.78,90.45,10
Estudiante_1483,Tercero,16.85,89.04,14
Estudiante_1484,Primero,14.06,60.75,18
Estudiante_1485,Primero,11.31,85.78,10
Estudiante_1486,Primero,19.17,90.0,18
Estudiante_1487,Segundo,13.65,67.31,17
Estudiante_1488,Cuarto,15.81,58.63,13
Estudiante_1489,Quinto,11.68,50.13,20
Estudiante_1490,Tercero,14.59,72.55,19
Estudiante_1491,Tercero,14.43,67.62,14
Estudiante_1492,Segundo,7.83,77.75,14
Estudiante_1493,Primero,19.55,59.4,20
Estudiante_1494,Segundo,17.37,92.98,15
Estudiante_1495,Cuarto,12.31,62.89,16
Estudiante_1496,Cuarto,10.19,61.32,17
Estudiante_1497,Quinto,14.54,74.04,17
Estudiante_1498,Quinto,13.76,74.94,20
Estudiante_1499,Cuarto,14.57,60.75,11
Estudiante_1500,Cuarto,14.07,63.59,18
Estudiante_1501,Cuarto,15.02,58.49,16
Estudiante_1502,Segundo,17.84,85.92,13
Estudiante_1503,Cuarto,15.2,88.5,13
Estudiante_1504,Tercero,10.35,73.12,20
Estudiante_1505,Primero,17.59,85.7,17
Estudiante_1506,Cuarto,18.42,86.8,13
Estudiante_1507,Primero,20.0,56.91,15
Estudiante_1508,Segundo,10.13,98.31,14
Estudiante_1509,Primero,14.23,91.05,12
Estudiante_1510,Segundo,7.25,60.22,19
Estudiante_1511,Tercero,15.16,59.31,20
Estudiante_1512,Segundo,11.86,56.28,11
Estudiante_1513,Segundo,19.27,56.92,18
Estudiante_1514,Quinto,11.18,87.41,19
Estudiante_1515,Cuarto,8.43,73.48,18
Estudiante_1516,Cuarto,12.09,89.15,10
Estudiante_1517,Tercero,7.57,87.31,19
Estudiante_1518,Tercero,15.75,80.23,12
Estudiante_1519,Cuarto,7.3,84.32,17
Estudiante_1520,Quinto,13.59,50.92,15
Estudiante_1521,Cuarto,7.27,65.59,14
Estudiante_1522,Quinto,12.54,81.89,14
Estudiante_1523,Tercero,18.43,50.47,15
Estudiante_1524,Primero,14.58,51.65,16
Estudiante_1525,Tercero,10.91,92.59,10
Estudiante_1526,Tercero,13.41,84.2,18
Estudiante_1527,Segundo,13.55,63.27,12
Estudiante_1528,Segundo,14.92,84.4,13
Estudiante_1529,Segundo,9.4,89.62,19
Estudiante_1530,Segundo,15.28,65.34,10
Estudiante_1531,Quinto,5.39,51.8,20
Estudiante_1532,Cuarto,11.61,96.64,19
Estudiante_1533,Primero,12.04,67.26,12
Estudiante_1534,Tercero,15.4,55.32,11
Estudiante_1535,Quinto,13.57,74.59,11
Estudiante_1536,Primero,9.28,88.42,10
Estudiante_1537,Quinto,10.55,61.08,17
Estudiante_1538,Quinto,14.1,63.47,12
Estudiante_1539,Tercero,13.26,62.14,12
Estudiante_1540,Cuarto,11.76,99.58,15
Estudiante_1541,Segundo,12.06,59.87,17
Estudiante_1542,Cuarto,15.59,78.78,18
Estudiante_1543,Tercero,11.95,96.26,18
Estudiante_1544,Tercero,13.24,57.34,13
Estudiante_1545,Tercero,20.0,98.54,14
Estudiante_1546,Primero,9.23,97.37,11
Estudiante_1547,Cuarto,7.94,94.23,20
Estudiante_1548,Cuarto,15.85,60.73,18
Estudiante_1549,Quinto,11.46,81.7,17
Estudiante_1550,Quinto,12.55,88.04,12
Estudiante_1551,Quinto,11.16,99.3,20
Estudiante_1552,Tercero,12.72,59.02,18
Estudiante_1553,Cuarto,18.3,88.3,12
Estudiante_1554,Tercero,15.91,66.94,18
Estudiante_1555,Primero,16.09,58.78,11
Estudiante_1556,Quinto,9.25,71.07,19
Estudiante_1557,Tercero,10.05,89.69,18
Estudiante_1558,Tercero,4.98,73.24,17
Estudiante_1559,Primero,11.07,76.88,18
Estudiante_1560,Segundo,16.37,99.76,14
Estudiante_1561,Cuarto,15.05,69.96,20
Estudiante_1562,Segundo,12.84,80.77,20
Estudiante_1563,Quinto,13.43,68.26,11
Estudiante_1564,Tercero,11.43,69.64,17
Estudiante_1565,Primero,14.11,84.78,15
Estudiante_1566,Primero,15.8,96.89,17
Estudiante_1567,Cuarto,8.65,77.12,20
Estudiante_1568,Segundo,14.4,88.42,14
Estudiante_1569,Cuarto,16.3,54.46,19
Estudiante_1570,Tercero,12.25,60.56,11
Estudiante_1571,Cuarto,15.6,75.11,15
Estudiante_1572,Primero,20.0,51.0,14
Estudiante_1573,Primero,13.19,62.64,14
Estudiante_1574,Quinto,14.68,75.87,10
Estudiante_1575,Quinto,11.29,50.75,11
Estudiante_1576,Tercero,14.04,63.23,17
Estudiante_1577,Segundo,14.88,75.7,12
Estudiante_1578,Cuarto,14.08,78.66,19
Estudiante_1579,Tercero,10.44,96.29,12
Estudiante_1580,Quinto,14.12,82.27,17
Estudiante_1581,Cuarto,17.89,70.74,17
Estudiante_1582,Quinto,14.85,96.52,11
Estudiante_1583,Cuarto,16.39,89.24,17
Estudiante_1584,Segundo,12.79,60.0,20
Estudiante_1585,Tercero,15.75,56.54,10
Estudiante_1586,Cuarto,14.34,83.79,15
Estudiante_1587,Primero,10.65,77.99,17
Estudiante_1588,Primero,14.46,89.48,12
Estudiante_1589,Cuarto,10.52,86.94,17
Estudiante_1590,Cuarto,11.6,81.26,10
Estudiante_1591,Cuarto,14.07,99.32,20
Estudiante_1592,Primero,14.39,76.68,20
Estudiante_1593,Primero,9.93,55.66,18
Estudiante_1594,Cuarto,16.66,91.41,20
Estudiante_1595,Quinto,15.22,62.59,18
Estudiante_1596,Quinto,11.39,88.87,14
Estudiante_1597,Segundo,8.89,97.86,19
Estudiante_1598,Tercero,13.07,84.84,13
Estudiante_1599,Quinto,12.16,79.8,20
Estudiante_1600,Primero,13.84,73.02,15
Estudiante_1601,Quinto,12.41,68.22,16
Estudiante_1602,Segundo,7.48,67.65,14
Estudiante_1603,Segundo,12.33,81.82,20
Estudiante_1604,Tercero,12.58,87.56,19
Estudiante_1605,Quinto,15.4,83.93,18
Estudiante_1606,Primero,11.41,59.92,12
Estudiante_1607,Primero,18.54,74.7,16
Estudiante_1608,Cuarto,7.77,89.58,19
Estudiante_1609,Primero,17.43,73.79,19
Estudiante_1610,Tercero,12.83,76.83,20
Estudiante_1611,Tercero,16.08,88.56,14
Estudiante_1612,Primero,13.74,83.06,16
Estudiante_1613,Primero,16.92,70.47,11
Estudiante_1614,Cuarto,12.34,94.77,13
Estudiante_1615,Primero,10.2,58.13,11
Estudiante_1616,Cuarto,17.76,99.78,16
Estudiante_1617,Cuarto,13.16,55.94,11
Estudiante_1618,Primero,14.16,50.75,20
Estudiante_1619,Segundo,17.2,94.5,10
Estudiante_1620,Segundo,10.4,62.25,18
Estudiante_1621,Cuarto,15.29,86.48,10
Estudiante_1622,Primero,11.73,90.55,17
Estudiante_1623,Segundo,13.1,92.95,11
Estudiante_1624,Primero,13.72,99.58,17
Estudiante_1625,Primero,9.0,64.7,12
Estudiante_1626,Primero,11.16,85.51,15
Estudiante_1627,Quinto,17.55,55.77,12
Estudiante_1628,Primero,16.16,70.34,16
Estudiante_1629,Quinto,13.31,92.4,19
Estudiante_1630,Cuarto,14.23,68.38,18
Estudiante_1631,Segundo,12.62,79.55,11
Estudiante_1632,Segundo,17.57,75.19,14
Estudiante_1633,Segundo,12.9,82.3,15
Estudiante_1634,Segundo,14.2,98.64,13
Estudiante_1635,Segundo,16.94,52.79,13
Estudiante_1636,Segundo,11.17,78.7,13
Estudiante_1637,Segundo,18.18,93.15,11
Estudiante_1638,Cuarto,8.91,74.07,13
Estudiante_1639,Primero,18.39,53.93,20
Estudiante_1640,Tercero,12.38,78.03,10
Estudiante_1641,Quinto,12.77,66.6,15
Estudiante_1642,Tercero,7.83,57.75,10
Estudiante_1643,Tercero,12.14,92.45,19
Estudiante_1644,Primero,10.38,76.08,15
Estudiante_1645,Primero,11.68,96.66,10
Estudiante_1646,Primero,13.09,90.3,15
Estudiante_1647,Segundo,16.37,84.65,19
Estudiante_1648,Cuarto,14.12,50.25,17
Estudiante_1649,Segundo,14.42,71.39,20
Estudiante_1650,Cuarto,10.21,59.87,11
Estudiante_1651,Cuarto,10.86,95.54,11
Estudiante_1652,Tercero,18.9,58.73,13
Estudiante_1653,Tercero,11.29,64.3,20
Estudiante_1654,Cuarto,18.47,75.84,12
Estudiante_1655,Cuarto,12.77,63.17,13
Estudiante_1656,Segundo,13.51,60.49,16
Estudiante_1657,Segundo,16.71,79.95,20
Estudiante_1658,Tercero,17.32,54.45,10
Estudiante_1659,Primero,13.17,52.91,15
Estudiante_1660,Cuarto,12.34,68.61,12
Estudiante_1661,Segundo,13.33,86.03,20
Estudiante_1662,Tercero,14.51,77.74,19
Estudiante_1663,Segundo,16.17,71.14,16
Estudiante_1664,Cuarto,13.51,78.29,19
Estudiante_1665,Cuarto,15.36,68.27,11
Estudiante_1666,Quinto,18.42,96.81,11
Estudiante_1667,Primero,14.64,52.75,13
Estudiante_1668,Quinto,14.43,83.67,10
Estudiante_1669,Tercero,8.94,94.56,12
Estudiante_1670,Segundo,5.61,90.19,18
Estudiante_1671,Tercero,14.67,59.2,16
Estudiante_1672,Cuarto,13.22,64.8,16
Estudiante_1673,Quinto,11.96,85.85,20
Estudiante_1674,Quinto,14.23,54.21,13
Estudiante_1675,Quinto,13.32,90.59,11
Estudiante_1676,Tercero,16.88,85.95,13
Estudiante_1677,Cuarto,13.76,86.48,15
Estudiante_1678,Segundo,11.26,55.01,20
Estudiante_1679,Segundo,16.47,85.89,20
Estudiante_1680,Tercero,12.85,83.99,12
Estudiante_1681,Quinto,15.08,91.55,10
Estudiante_1682,Primero,12.07,52.08,17
Estudiante_1683,Tercero,11.55,51.16,14
Estudiante_1684,Tercero,13.75,68.65,14
Estudiante_1685,Cuarto,13.54,57.44,20
Estudiante_1686,Segundo,14.94,77.92,13
Estudiante_1687,Tercero,12.69,95.87,15
Estudiante_1688,Tercero,7.99,69.57,12
Estudiante_1689,Quinto,12.2,92.25,18
Estudiante_1690,Quinto,15.88,50.01,14
Estudiante_1691,Primero,12.61,58.43,12
Estudiante_1692,Cuarto,12.76,51.52,20
Estudiante_1693,Primero,16.46,66.41,10
Estudiante_1694,Quinto,11.36,95.41,19
Estudiante_1695,Segundo,8.87,54.85,15
Estudiante_1696,Quinto,13.02,80.32,11
Estudiante_1697,Cuarto,12.05,72.57,12
Estudiante_1698,Quinto,10.6,96.92,10
Estudiante_1699,Cuarto,12.97,56.13,18
Estudiante_1700,Cuarto,14.97,60.6,17
Estudiante_1701,Cuarto,13.47,51.48,11
Estudiante_1702,Cuarto,14.42,71.7,20
Estudiante_1703,Cuarto,18.94,63.89,17
Estudiante_1704,Segundo,12.47,93.5,18
Estudiante_1705,Primero,14.34,80.25,10
Estudiante_1706,Tercero,11.97,80.7,14
Estudiante_1707,Primero,10.96,76.6,17
Estudiante_1708,Cuarto,11.75,54.59,20
Estudiante_1709,Segundo,12.06,72.25,11
Estudiante_1710,Quinto,14.58,99.98,13
Estudiante_1711,Segundo,20.0,91.76,16
Estudiante_1712,Cuarto,11.35,94.67,12
Estudiante_1713,Segundo,12.25,91.16,14
Estudiante_1714,Segundo,13.31,55.15,17
Estudiante_1715,Cuarto,14.69,61.37,19
Estudiante_1716,Segundo,14.29,50.16,12
Estudiante_1717,Tercero,17.35,65.18,13
Estudiante_1718,Tercero,6.22,55.43,18
Estudiante_1719,Segundo,6.34,73.64,16
Estudiante_1720,Quinto,12.01,83.86,10
Estudiante_1721,Cuarto,16.79,93.73,13
Estudiante_1722,Tercero,8.8,87.46,13
Estudiante_1723,Quinto,4.48,96.93,18
Estudiante_1724,Segundo,15.21,52.69,15
Estudiante_1725,Quinto,14.23,50.61,18
Estudiante_1726,Primero,10.23,83.07,15
Estudiante_1727,Tercero,10.54,64.47,15
Estudiante_1728,Segundo,10.59,62.68,14
Estudiante_1729,Cuarto,13.83,66.54,14
Estudiante_1730,Segundo,11.62,63.49,11
Estudiante_1731,Cuarto,14.98,75.57,17
Estudiante_1732,Segundo,4.94,72.01,17
Estudiante_1733,Quinto,10.93,75.62,20
Estudiante_1734,Quinto,10.12,83.64,10
Estudiante_1735,Quinto,12.73,69.36,17
Estudiante_1736,Primero,11.89,62.57,14
Estudiante_1737,Cuarto,15.89,58.31,11
Estudiante_1738,Quinto,7.92,67.47,11
Estudiante_1739,Primero,13.64,87.09,15
Estudiante_1740,Cuarto,15.18,87.84,20
Estudiante_1741,Segundo,19.07,83.35,18
Estudiante_1742,Primero,12.05,61.7,10
Estudiante_1743,Tercero,14.47,79.4,15
Estudiante_1744,Primero,8.09,78.53,18
Estudiante_1745,Primero,6.32,74.21,17
Estudiante_1746,Cuarto,16.03,77.5,20
Estudiante_1747,Segundo,13.48,74.59,15
Estudiante_1748,Tercero,17.04,78.27,12
Estudiante_1749,Quinto,9.38,85.78,17
Estudiante_1750,Quinto,15.06,55.48,18
Estudiante_1751,Primero,19.11,87.48,10
Estudiante_1752,Cuarto,14.76,56.79,18
Estudiante_1753,Cuarto,14.33,53.33,15
Estudiante_1754,Quinto,13.53,98.8,15
Estudiante_1755,Tercero,8.79,97.85,13
Estudiante_1756,Segundo,17.57,53.02,10
Estudiante_1757,Tercero,11.67,72.16,19
Estudiante_1758,Segundo,15.01,59.31,17
Estudiante_1759,Quinto,8.81,74.27,11
Estudiante_1760,Segundo,9.96,91.51,10
Estudiante_1761,Cuarto,17.81,97.53,11
Estudiante_1762,Primero,12.46,81.71,10
Estudiante_1763,Primero,17.86,67.7,10
Estudiante_1764,Quinto,13.27,80.17,18
Estudiante_1765,Cuarto,7.97,65.6,10
Estudiante_1766,Tercero,16.18,95.49,13
Estudiante_1767,Cuarto,11.73,93.52,19
Estudiante_1768,Primero,15.6,77.91,15
Estudiante_1769,Primero,13.58,66.24,16
Estudiante_1770,Cuarto,8.87,64.67,11
Estudiante_1771,Cuarto,13.99,51.67,15
Estudiante_1772,Primero,20.0,90.79,16
Estudiante_1773,Tercero,14.98,72.52,19
Estudiante_1774,Quinto,13.33,66.26,19
Estudiante_1775,Quinto,16.73,73.56,11
Estudiante_1776,Cuarto,14.13,90.94,11
Estudiante_1777,Quinto,14.13,56.23,19
Estudiante_1778,Primero,10.23,92.88,16
Estudiante_1779,Primero,14.2,94.88,10
Estudiante_1780,Cuarto,16.61,97.34,17
Estudiante_1781,Cuarto,10.99,69.87,20
Estudiante_1782,Cuarto,17.77,60.86,12
Estudiante_1783,Tercero,13.22,68.68,20
Estudiante_1784,Quinto,10.84,66.65,15
Estudiante_1785,Cuarto,16.49,58.81,18
Estudiante_1786,Segundo,12.64,80.36,15
Estudiante_1787,Segundo,15.78,73.83,18
